id,text,category_id,priority,status,created_at,author_id,assigned_to
294,Деформация корпуса изделий партии №634 при сборке.,3,5,new,2026-03-06 09:00:00,2,15.0
295,Неравномерность нанесения краски изделиях партии №36.,3,4,closed,2026-04-22 10:30:00,6,4.0
296,Отклонение массы изделий партии №50 от нормы.,3,2,assigned,2026-03-11 16:25:00,2,1.0
297,Отклонение по твердости зубьев шестерни №24.,3,2,escalated,2026-03-24 16:30:00,6,7.0
298,Несоответствие шероховатости поверхности №607 требованиям.,3,3,closed,2026-05-08 08:50:00,3,1.0
299,Обнаружена раковина в центре отливки №221 брак.,3,1,in_progress,2026-04-04 14:05:00,9,10.0
300,Несоответствие кромки реза заготовок партии №802.,3,3,new,2026-05-12 07:20:00,3,4.0
301,Выявлен брак пайки платы №944 стоит переделка.,3,1,in_progress,2026-04-16 07:05:00,1,18.0
302,Несоответствие параметров фильтра №889 номиналу.,3,3,assigned,2026-03-21 11:10:00,6,4.0
303,Выявлен брак сварного шва изделии №596.,3,4,resolved,2026-04-01 11:45:00,11,14.0
304,Обнаружен дефект покрытия труб партии №814.,3,1,closed,2026-04-28 09:40:00,15,9.0
305,Выявлен брак нарезки резьбы метчиком партия №86.,3,4,escalated,2026-05-05 12:10:00,17,10.0
306,Обнаружены включения шлака сварном шве изделии №614.,3,3,new,2026-03-04 11:55:00,3,2.0
307,Выявлена некондиция №482 процентов изделий партии №432.,3,5,assigned,2026-04-18 09:50:00,3,18.0
308,Несоответствие суммарного зазора сборке №901 чертежу.,3,3,new,2026-04-27 16:00:00,18,1.0
309,Отклонение по твердости деталей партии №369.,3,3,new,2026-04-11 12:10:00,18,16.0
310,Выявлен брак при сборке редуктора №465.,3,3,assigned,2026-03-12 15:20:00,6,11.0
311,Выявлена деформация резьбы болтов партии №741.,3,4,closed,2026-03-02 14:55:00,12,2.0
312,Несоответствие балансировки ротора №305 требованиям.,3,3,escalated,2026-04-23 15:05:00,7,13.0
313,Выявлен брак гибки труб партии №617.,3,3,escalated,2026-03-09 08:40:00,10,11.0
314,Несоответствие длины кабеля №914 номинальному значению.,3,5,new,2026-04-14 10:10:00,6,12.0
315,Несоответствие геометрии профиля проката партии №943.,3,4,assigned,2026-04-28 10:55:00,13,11.0
316,Несоответствие характеристик электродвигателя №645 паспорту.,3,2,escalated,2026-04-02 09:20:00,15,10.0
317,Несоответствие покрытия деталей стандарту №335.,3,2,closed,2026-04-18 08:25:00,9,1.0
318,Выявлен брак термообработки деталей партии №506.,3,4,assigned,2026-05-04 09:30:00,3,9.0
319,Несоответствие веса отливок партии №661 норме.,3,1,new,2026-03-27 16:20:00,2,3.0
320,Обнаружен облой на литых деталях партии №743.,3,1,new,2026-03-05 10:20:00,16,6.0
321,Несоответствие кривизны вала №385 допустимым значениям.,3,3,assigned,2026-04-29 09:25:00,16,15.0
322,Несоответствие цвета маркировки проводов партии №500.,3,1,new,2026-03-20 08:10:00,2,3.0
323,Царапины на поверхности готовых изделий партии №450.,3,3,in_progress,2026-05-14 11:05:00,9,16.0
324,Необходима партия труб диаметром №807 мм.,4,2,resolved,2026-05-13 15:00:00,19,5.0
325,Нет чистящих средств для оборудования цеха №304.,4,1,resolved,2026-03-06 09:15:00,18,19.0
326,Нет герметика для сборки узлов линии №639.,4,1,closed,2026-03-24 12:45:00,12,10.0
327,Необходима поставка графитовых смазок для узлов №538.,4,3,closed,2026-04-01 11:05:00,13,20.0
328,Закончились насадки для дрели №40 типоразмер.,4,3,assigned,2026-03-15 12:05:00,15,10.0
329,Закончились фрезы концевые диаметром №853 мм.,4,1,assigned,2026-04-02 14:40:00,1,15.0
330,Стоит партия электродов для сварки №974.,4,4,closed,2026-05-10 16:55:00,2,11.0
331,Стоит поставка подшипников №681 для ремонта.,4,2,assigned,2026-03-29 16:35:00,5,3.0
332,Нет бумажных полотенец технических для уборки масла.,4,5,resolved,2026-04-17 08:20:00,1,2.0
333,Нет кислоты для травления деталей партии №361.,4,3,resolved,2026-03-22 09:50:00,15,13.0
334,Хотелось бы поставка медной шины для электромонтажа.,4,1,escalated,2026-04-29 16:10:00,17,13.0
335,Закончились перчатки для рабочих цеха №99.,4,2,new,2026-04-26 09:10:00,4,15.0
336,Нет проволоки для вязки арматуры строительство №157.,4,5,in_progress,2026-04-13 11:50:00,6,14.0
337,Пополните запас бумаги для документации.,4,1,assigned,2026-03-01 07:25:00,13,14.0
338,Нет смазочных материалов для станков цеха №287.,4,5,escalated,2026-03-01 15:55:00,16,18.0
339,Закажите клей для ремонта конвейера №328.,4,4,closed,2026-05-06 14:05:00,17,1.0
340,Необходима поставка латексных перчаток для лаборатории.,4,3,assigned,2026-04-14 10:10:00,6,13.0
341,Надо поставка фильтрующих элементов №299.,4,4,escalated,2026-05-12 11:50:00,10,15.0
342,Нет клеммников для электромонтажа щитка №729.,4,2,in_progress,2026-05-01 09:45:00,11,8.0
343,Нужна заказать пружины для узлов станка №512.,4,3,closed,2026-05-13 15:50:00,2,11.0
344,Желательно заказать листовой металл для изготовления №823.,4,2,new,2026-03-04 10:15:00,6,9.0
345,Закончились абразивные лепестки для шлифовки №33.,4,2,in_progress,2026-03-28 16:10:00,7,14.0
346,Нет рабочей жидкости для гидравлического пресса №838.,4,2,escalated,2026-04-01 09:25:00,18,16.0
347,Нужен поставка газовых баллонов для сварки.,4,2,resolved,2026-04-07 08:05:00,3,19.0
348,Закончилось охлаждающее масло для токарных станков.,4,1,assigned,2026-04-01 11:40:00,8,3.0
349,Закончились сверла диаметром №248 мм участке №826.,4,3,in_progress,2026-04-20 11:15:00,8,13.0
350,Закончились хомуты для крепления трубопроводов №158.,4,1,escalated,2026-03-02 14:00:00,8,19.0
351,Нет паяльного флюса для ремонта плат цеха №26.,4,4,new,2026-04-27 16:30:00,7,14.0
352,Закончилась лента фум для монтажа трубопроводов.,4,2,escalated,2026-05-09 07:00:00,10,3.0
353,Закончились маркеры для маркировки кабелей №523.,4,2,escalated,2026-04-30 10:25:00,13,4.0
354,Стоит поставка ремней привода для станков №601.,4,1,assigned,2026-04-01 11:25:00,8,15.0
355,Хотелось бы заказать алмазные круги для резки №942.,4,5,escalated,2026-05-11 12:50:00,12,15.0
356,Закончились изолента и кабельные стяжки на складе.,4,1,new,2026-04-06 09:10:00,11,16.0
357,Необходима поставка крепежа болты м №103.,4,1,new,2026-03-17 15:35:00,1,5.0
358,Нет деревянных поддонов для хранения деталей склад.,4,5,assigned,2026-03-02 09:25:00,6,15.0
359,Хотелось бы поставка шлифовальных кругов №256.,4,4,resolved,2026-04-07 11:05:00,1,14.0
360,Закончились дюбели и анкеры для монтажа оборудования.,4,2,in_progress,2026-04-02 13:30:00,20,9.0
361,Закончилась краска для маркировки деталей.,4,2,closed,2026-03-15 11:15:00,17,11.0
362,Закончилась наждачная бумага зернистость №713.,4,4,assigned,2026-03-06 10:10:00,9,11.0
363,Отсутствуют прокладки для насосов склад пуст.,4,4,in_progress,2026-03-29 09:35:00,10,14.0
